join,envelope,001,005,007,008,034,035,040,043,049,110,245,246,250,255,264,300,336,337,338,500,530,650,655,710,810,856,946
23714,"W0432507,W0425919,S0223855,S0230434",991012525838102124,20220715095040.0,aj#aanzn,161107s1929    gw fgek   a     0   ger d,1\ $a a $b 50000 $d W0432507 $e W0425919 $f S0223855 $g S0230434,\\ $a (OCoLC)ocn962184624 | \\ $a (EXLNZ-01UWI_NETWORK)9912256460802121 | \\ $a (01UWI_ML)991012525838102124,\\ $a GZN $e rda $c GZN,\\ $a en-----,\\ $a GZNA,1\ $a Germany. $b Marineleitung.,"00 $a S. Atlantischer Ozean, Küste von Brasilien, Guanabara Bucht (Rio de Janeiro) / $c herausgegeben von der Marineleitung ; Druck und Vertrieb durch Dietrich Reimer.", ,\\ $a Kleiner Berichtigungen: 1929.,"\\ $a Scale 1:50,000. $c (W 43°25ʹ07ʺ--W 42°59ʹ19ʺ/S 22°38ʹ55ʺ--S 23°04ʹ34ʺ)","\1 $a Berlin : $b Marineleitung, $c [1929]",\\ $a 1 map : $b colored ; $c 109 x 76 cm,\\ $a cartographic image $2 rdacontent,\\ $a unmediated $2 rdamedia,\\ $a sheet $2 rdacarrier,"\\ $a Relief shown by form lines and spot heights. Depths shown by soundings and gredient tints. | \\ $a Selected lights shown in yellow and pink. | \\ $a Includes 1 inset map: Hafen von Rio de Janeiro 1:30 000. | \\ $a ""Nr. 937.""",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Harbors $z Brazil $z Rio de Janeiro $v Maps. | \0 $a Nautical charts $z Brazil.,\7 $a Nautical charts. $2 lcgft,"2\ $a Dietrich Reimer Verlag (Berlin, Germany)", ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/23714/rec/103,\\ $a agslscn agsmap027023 $9 LOCAL
22176,"E1060730,E1063340,N0093529,N0091751",991012525838202124,20220715095033.0,aj#aanzn,161107s1925    fr ek     a     0   fre d,1\ $a a $b 50000 $d E1060730 $e E1063340 $f N0093529 $g N0091751,\\ $a (OCoLC)962184623 | \\ $a (OCoLC)ocn962184623 | \\ $a (EXLNZ-01UWI_NETWORK)9912256461002121 | \\ $a (01UWI_ML)991012525838202124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Mer de Chine - Cochinchine, Delta du Mékong, embouchure du Bassac (Hau-Giang) / $c carte levée en 1923 ... Service hydrographique de la marine, 1925.", , ,"\\ $a Scale 1:50,000 ; $c (E 106°07ʹ30ʺ--E 106°33ʹ40ʺ/N 9°35ʹ29ʺ--N 9°17ʹ51ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1925]","\\ $a 1 map ; $c 67 x 96 cm, on sheet 75 x 106 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Depths shown by bathymetric isolines and soundings. | \\ $a Includes 2 inset maps: Entrée du Song Mythanh -- Entrée du Rach Con Loi.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Mekong River Delta (Vietnam and Cambodia),\7 $a Nautical charts. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5630.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22176/rec/243,\\ $a agslscn agsmap026667 $9 LOCAL
22171,"E1063643,E1064224,N0205400,N0205030",991012525838302124,20220715095022.0,aj#aanzn,161107s1928    fr ek     a     0   fre d,1\ $a a $b 10000 $d E1063643 $e E1064224 $f N0205400 $g N0205030,\\ $a (OCoLC)962184141 | \\ $a (OCoLC)ocn962184141 | \\ $a (EXLNZ-01UWI_NETWORK)9912256461302121 | \\ $a (01UWI_ML)991012525838302124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Indochine, Port de Haïphong / $c plan levé en 1923 ; Service hydrographique de la marine, 1925.", ,\\ $a Corr. ... 1928.,"\\ $a Scale 1:10,000 ; $c (E 106°36ʹ43ʺ--E 106°42ʹ24ʺ/N 20°54ʹ00ʺ--N 20°50ʹ30ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1928]","\\ $a 1 map ; $c 67 x 98 cm, on sheet 76 x 106 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights colored in orange.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Vietnam $z Haiphong.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5634.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22171/rec/238,\\ $a agslscn agsmap026668 $9 LOCAL
22170,"E1063830,E1064810,N0210215,N0204915",991012525838402124,20220715095017.0,aj#aanzn,161107s1930    fr gdek   a     0   fre d,1\ $a a $b 25000 $d E1063830 $e E1064810 $f N0210215 $g N0204915,\\ $a (OCoLC)962184679 | \\ $a (OCoLC)ocn962184679 | \\ $a (EXLNZ-01UWI_NETWORK)9912256461502121 | \\ $a (01UWI_ML)991012525838402124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Indochine, Abords de Haïphong, Quang-Yen et Port Redon / $c levés en 1923 et 1924 ... Service hydrographique de la marine, 1925.", ,\\ $a Edition de Février 1930.,"\\ $a Scale 1:25,000 ; $c (E 106°38ʹ30ʺ--E 106°48ʹ10ʺ/N 21°02ʹ15ʺ--N 20°49ʹ15ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1930]","\\ $a 1 map ; $c 96 x 68 cm, on sheet 107 x 75 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Shows selected lights colored in orange.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Vietnam $z Haiphong. | \0 $a Rivers $z Vietnam $v Maps.,\7 $a Nautical charts. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5639.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22170/rec/237,\\ $a agslscn agsmap026669 $9 LOCAL
22175,"E0035234,E0035716,N0365615,N0365350",991012525838602124,20220715095023.0,aj#aanzn,161107s1928    fr gdek   a     0   fre d,1\ $a a $b 10000 $d E0035234 $e E0035716 $f N0365615 $g N0365350,\\ $a (OCoLC)962184286 | \\ $a (OCoLC)ocn962184286 | \\ $a (EXLNZ-01UWI_NETWORK)9912256461802121 | \\ $a (01UWI_ML)991012525838602124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Mer Méditerranée - côte d'Algérie, Port de Dellys / $c d'après le levé exécuté en 1921 ... Service hydrographique de la marine, 1928.", ,\\ $a Publication provisoire.,"\\ $a Scale 1:10,000 ; $c (E 3°52ʹ34ʺ--E 3°57ʹ16ʺ/N 36°56ʹ15ʺ--N 36°53ʹ50ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1928]","\\ $a 1 map ; $c 47 x 68 cm, on sheet 53 x 75 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in orange.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Algeria $z Dellys.,\7 $a Nautical charts. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5640.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22175/rec/242,\\ $a agslscn agsmap026670 $9 LOCAL
22174,"E0050340,E0051030,N0364750,N0364000",991012525838902124,20220715095132.0,aj#aanzn,161107s1930    fr dek    a     0   fre d,1\ $a a $b 15000 $d E0050340 $e E0051030 $f N0364750 $g N0364000,\\ $a (OCoLC)962184685 | \\ $a (OCoLC)ocn962184685 | \\ $a (EXLNZ-01UWI_NETWORK)9912256462402121 | \\ $a (01UWI_ML)991012525838902124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Mer Méditerranée - côte d'Algérie, Port de Bougie / $c d'après les levés exécutés en 1922 ... Service hydrographique de la marine, 1928.", ,\\ $a Corr. 1930.,"\\ $a Scale 1:15,000 ; $c (E 5°03ʹ40ʺ--E 5°10ʹ30ʺ/N 36°47ʹ50ʺ--N 36°40ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1930]","\\ $a 1 map ; $c 98 x 70 cm, on sheet 106 x 75 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in orange.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,"\0 $a Nautical charts $z Algeria $z Bejaïa, Gulf of. | \0 $a Coasts $z Algeria $z Bejaïa $v Maps.",\7 $a Nautical charts. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5641.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22174/rec/241,\\ $a agslscn agsmap026671 $9 LOCAL
22167,"E1072024,E1072300,N0210238,N0205855",991012525839002124,20220715095037.0,aj#aanzn,161107s1928    fr dek    a     0   fre d,1\ $a a $b 10000 $d E1072024 $e E1072300 $f N0210238 $g N0205855,\\ $a (OCoLC)962184668 | \\ $a (OCoLC)ocn962184668 | \\ $a (EXLNZ-01UWI_NETWORK)9912256462702121 | \\ $a (01UWI_ML)991012525839002124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Indochine, Golfe du Tonkin, Port de Cam Pha / $c carte levée en 1922-1923 ... Service hydrographique de la marine, 1926.", ,\\ $a Corr. ... 1928.,"\\ $a Scale 1:10,000 ; $c (E 107°20ʹ24ʺ--E 107°23ʹ00ʺ/N 21°02ʹ38ʺ--N 20°58ʹ55ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1928]","\\ $a 1 map ; $c 68 x 47 cm, on sheet 76 x 53 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in orange.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Vietnam $z Cẩm Phả Port.,\7 $a Nautical charts. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5651.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22167/rec/231,\\ $a agslscn agsmap026662 $9 LOCAL
22166,"E1070820,E1072230,N0210210,N0205300",991012525839102124,20220715095020.0,aj#aanzn,161107s1929    fr gdek   a     0   fre d,1\ $a a $b 25000 $d E1070820 $e E1072230 $f N0210210 $g N0205300,\\ $a (OCoLC)962184635 | \\ $a (OCoLC)ocn962184635 | \\ $a (EXLNZ-01UWI_NETWORK)9912256463002121 | \\ $a (01UWI_ML)991012525839102124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Mer de Chine, Golfe du Tonkin, Grande Baie des Faï Tsi Long / $c carte levée en 1922-25 ... Service hydrographique de la marine, 1928.", ,\\ $a Corr. 1929.,"\\ $a Scale 1:25,000 ; $c (E 107°08ʹ20ʺ--E 107°22ʹ30ʺ/N 21°02ʹ10ʺ--N 20°53ʹ00ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1929]","\\ $a 1 map ; $c 69 x 99 cm, on sheet 76 x 106 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,"\0 $a Nautical charts $z Château Renaud, Chenal du. | \0 $a Nautical charts $z Saône, Chenal de la. | \0 $a Coasts $z Vietnam $z Cẩm Phả Port.",\7 $a Nautical charts. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5652.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22166/rec/229,\\ $a agslscn agsmap026663 $9 LOCAL
22169,"E1042425,E1043135,N0102535,N0102045",991012525839302124,20220715095037.0,aj#aanzn,161107s1928    fr gdek   a     0   fre d,1\ $a a $b 20000 $d E1042425 $e E1043135 $f N0102535 $g N0102045,\\ $a (OCoLC)962184625 | \\ $a (OCoLC)ocn962184625 | \\ $a (EXLNZ-01UWI_NETWORK)9912256463302121 | \\ $a (01UWI_ML)991012525839302124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Indochine, Golfe de Siam, rade et bassin intérieur de Hatien / $c carte levée en Mars 1924 ... Service hydrographique de la marine, 1926.", ,\\ $a Corr. 1928.,"\\ $a Scale 1:20,000 ; $c (E 104°24ʹ25ʺ--E 104°31ʹ35ʺ/N 10°25ʹ35ʺ--N 10°20ʹ45ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1928]","\\ $a 1 map ; $c 46 x 68 cm, on sheet 53 x 75 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in orange.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,"\0 $a Coasts $z Hà Thiên (Vietnam) $v Maps. | \0 $a Nautical charts $z Thailand, Gulf of.",\7 $a Nautical charts. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5653.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22169/rec/235,\\ $a agslscn agsmap026664 $9 LOCAL
22104,"E1090705,E1092845,N0125500,N0122330",991012525839502124,20220715095044.0,aj#aanzn,161107s1928    fr gdek   a     0   fre d,1\ $a a $b 60350 $d E1090705 $e E1092845 $f N0125500 $g N0122330,\\ $a (OCoLC)962183972 | \\ $a (OCoLC)ocn962183972 | \\ $a (EXLNZ-01UWI_NETWORK)9912256464002121 | \\ $a (01UWI_ML)991012525839502124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Mer de Chine, côte d'Annam, abords de Port Dayot, de Mui Ban Than (Cap Vert) à Mui Nay (Cap Varella) / $c carte levée en 1923 ... Service hydrographique de la marine, 1928.", , ,"\\ $a Scale 1:1:60,350 ; $c (E 109°07ʹ05ʺ--E 109°28ʹ45ʺ/N 12°55ʹ00ʺ--N 12°23ʹ30ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1928]","\\ $a 1 map ; $c 96 x 67 cm, on sheet 106 x 75 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a ""Blanchet Fres. & Kleber, Rives"" -- embossed on bottom margin.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,"\0 $6 650-01 $a Nautical charts $z Gôi, Bến.",\7 $a Nautical charts. $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5655.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22104/rec/198,\\ $a agslscn agsmap026640 $9 LOCAL
22413,"E0413700,E0414100,N0414025,N0413825",991012526439602124,20220715095016.0,aj#aanzn,161109s1933    fr dek    a     0   fre d,1\ $a a $b 8400 $d E0413700 $e E0414100 $f N0414025 $g N0413825,\\ $a (OCoLC)962306738 | \\ $a (OCoLC)ocn962306738 | \\ $a (EXLNZ-01UWI_NETWORK)9912256966302121 | \\ $a (01UWI_ML)991012526439602124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Mer Noire - Géorgie, Port de Batoum / $c d'après la carte russe publiée en 1926, Service hydrographique de la marine, 1928.", ,\\ $a Corr. ... 1933.,"\\ $a Scale 1:8,400 ; $c (E 41°37ʹ00ʺ--E 41°41ʹ00ʺ/N 41°40ʹ25ʺ--N 41°38ʹ25ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1933]","\\ $a 1 map ; $c 46 x 63 cm, on sheet 53 x 76 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in orange.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Georgia (Republic) $z Batumi. | \0 $a Harbors $z Georgia (Republic) $z Batumi $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5687.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22413/rec/146,\\ $a agslscn agsmap026704 $9 LOCAL
22412,"W0073930,W0073417,N0333835,N0333450",991012526439702124,20220715095041.0,aj#aanzn,161109s1931    fr gdek   a     0   fre d,1\ $a a $b 10000 $d W0073930 $e W0073417 $f N0333835 $g N0333450,\\ $a (OCoLC)962326383 | \\ $a (OCoLC)ocn962326383 | \\ $a (EXLNZ-01UWI_NETWORK)9912256966602121 | \\ $a (01UWI_ML)991012526439702124,\\ $a GZN $c GZN, ,\\ $a GZNA, ,"00 $a Côte ouest d'Afrique - Maroc, rade de Casablanca / $c d'après les levés de la Mission Hydrographique du Maroc en 1906 et 1920, Service hydrographique de la marine, 1929.", ,\\ $a Corr. ... 1931.,"\\ $a Scale 1:10,000 ; $c (W 7°39ʹ30ʺ--W 7°34ʹ17ʺ/N 33°38ʹ35ʺ--N 33°34ʹ50ʺ)","\1 $a [Paris] : $b Service hydrographique de la marine, $c [1931]","\\ $a 1 map ; $c 68 x 98 cm, on sheet 75 x 106 cm.",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Selected lights shown in orange. | \\ $a Includes pasteover at Grande Jetée.,\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Morocco $z Casablanca. | \0 $a Coasts $z Morocco $z Casablanca $v Maps. | \0 $a Harbors $z Morocco $z Casablanca $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Maps $2 lcgft,1\ $a France. $b Service hydrographique de la marine.,2\ $a France. Service hydrographique. $t [Chart] ; $v no. 5697.,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/22412/rec/145,\\ $a agslscn agsmap026705 $9 LOCAL
6798,"W0850000,W0740000,N0280000,N0200000",9920589143402124,20190730141551.0,aj#canzn,120427s2012    dcugek bd a  f  0   eng d,1\ $a a $b 1200000 $d W0850000 $e W0740000 $f N0280000 $g N0200000,\\ $a (OCoLC)ocn790299892 | \\ $a (WMUW)2058914-milwaukeedb | \\ $a (EXLNZ-01UWI_NETWORK)9910306554002121 | \\ $a (01UWI_ML)9920589143402124,\\ $a SPI $b eng $c SPI $d CUT $d GZN, ,\\ $a GZNA,2\ $a United States Coast Survey.,10 $a Straits of Florida and approaches -- Atlantic coast / $c Coast Survey.,"3\ $a Atlantic coast, Straits of Florida and approaches 11013 | 1\ $i Alternate title in margin: $a 11013","\\ $a 48th edition, Feb. /12. Corrected through NM Feb. 18/12, LMN Feb. 07/12.","\\ $a Scale 1:1,200,000 at Lat. 25°11ʹ50ʺ ; $b Mercator proj. $c (W 85°--W 74°/N 28°--N 20°).","\1 $a Washington, D.C. : $b Coast Survey, $c 2012.",\\ $a 1 map : $b color ; $c 81 x 102 cm,\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Depths shown by isolines and soundings. | \\ $a Relief shown by spot heights. | \\ $a ""Soundings in fathoms."" | \\ $a ""For offshore navigation only.""",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection., , , , ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/6798,\\ $a agslscn am013582 $9 local
2013,"W0313000,W0243000,N0400000,N0361500",9920592453402124,20151106030746.0,aj aanzn | cr cz|||||||||,121126s1896    enkdegk   a  f  0   eng d,1\ $a a $b 975000 $d W0313000 $e W0243000 $f N0400000 $g N0361500,\\ $a (OCoLC)ocn819325239 | \\ $a (WMUW)2059245-milwaukeedb | \\ $a (EXLNZ-01UWI_NETWORK)9910264829302121 | \\ $a (01UWI_ML)9920592453402124,\\ $a GZN $b eng $c GZN $d GZN $d OCLCA $d OCLCF $d OCLCQ $d GZN,\\ $a lnaz--- $a ln-----,\\ $a GZNA,1\ $a Great Britain. $b Hydrographic Office.,"10 $a Atlantic Ocean, Azores, or Western Isles / $c surveyed by Captn. A.T.E. Vidal R.N., 1843,4.","30 $a Azores | 30 $a Azores, or Western Isles", ,"\\ $a Scale [1:975,000] $c (W 31°30ʹ--W 24°30ʹ/N 40°00ʹ--N 36°15ʹ).","\1 $a [London] : $b Hydrographic Office of the Admiralty, $c [1896]",\\ $a 1 map : $b annotated ; $c 45 x 62 cm.,\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Annotated in pencil indicating routes. Stamped: ""Allison V. Armour, Yacht Utowana."" Also stamped: ""Acquired by [AGS] gift Oct 8, 1918 from Allison V. Armour."" | \\ $a Relief shown by hachures and spot heights. Depths shown by isolines and soundings. | \\ $a ""J. & C. Walker, Sculpt.""--Lower right margin. | \\ $a ""Published according to Act of Parliament ... July 26th 1849. Large corrections August 1867. Small corrections XIIl-80, VI-93, VIII-96."" | \\ $a ""Soundings in fathoms, figures on the land show height in feet."" | \\ $a ""[Chart] 1950""--Lower right margin.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\7 $a Navigation $2 fast $0 (OCoLC)fst01035085,\7 $a Maps. $2 fast $0 (OCoLC)fst01423704,1\ $a Great Britain. $b Admiralty. | 2\ $a J. & C. Walker (Firm),1\ $a Great Britain. $b Hydrographic Office. $t Admiralty chart ; $v 1950.,41 $u http://collections.lib.uwm.edu/cdm/ref/collection/agdm/id/2013,\\ $a agslscn am013248 adoptamap RoseMary Oliveira $9 local
26273,"E0240000,W1670000,N0800000,N0500000",991012714038902124,20220715095035.0,aj#canzn | cr#|||||||||||,921019s1874    ru i      a  f  0   rus d,1\ $a a $b 6300000 ǂd E0240000 ǂe W1670000 ǂf N0800000 ǂg N0500000,\\ $a (OCoLC)27143970 | \\ $a (OCoLC)ocm27143970  | \\ $a (EXLNZ-01UWI_NETWORK)9912860361202121 | \\ $a (01UWI_ML)991012714038902124,\\ $a DLC $b eng $c DLC $d OCLCO $d OCLCQ $d OCLCF $d OCL $d GZN,\\ $a e-ur--- $a r------,\\ $a GZNA,1\ $6 880-01 $a Russia. $b Gidrograficheskīĭ departamentʺ.,10 $6 880-02 $a Karta Si︠e︡vernago Ledovitago okeana v granit︠s︡akhʺ Rossīĭskoĭ Imperīi : $b sostavlena na osnovanīi Russkikh gidrograficheskikh izsli︠e︡dovanīĭ s 1734 po 1871 god / $c sostavlena v Chertezhnoĭ Gidrograficheskago departamenta Morskago Ministerstva v 1872 g. ; Popolnena i pechatana s kamni︠a︡ v 1874 g. ; kopirovalʺ khimicheskoi︠u︡ tushʹi︠u︡ Timofi︠e︡evʺ.,3\ $6 880-03 $a Karta Severnogo Ledovitogo okeana v granit︠s︡akh Rossiĭskoĭ Imperii : $b sostavlena na osnovanii Russkikh gidrograficheskikh izsledovaniĭ s 1734 po 1871 god, ,"\\ $a Scale 1:6,300,000. ǂc (E 24°00ʹ00ʺ--W 167°00ʹ00ʺ/N 80°00ʹ00ʺ--N 50°00ʹ00ʺ).","\1 $6 880-04 $a [Sankt-Peterburg] : $b Morskoe ministerstvo, Gidrograficheskīĭ departament, $c 1874.",\\ $a 1 map : $b hand colored ; $c 63 x 126 cm,\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Title translation: Map of the Arctic Ocean within the borders of the Russian Empire: compiled on the basis of Russian hydrographic surveys from 1734 to 1871. | \\ $a Hand colored in watercolors to show northern Russian coastline with explorers'/surveyers' names and dates of survey for each section. | \\ $a Greenwich and Pulkovo meridians given. | \\ $6 880-05 $a ""Masshtabʺ 1/6,300,000 ili 150 ver. vʺ 1 di︠u︡ĭmi︠e︡."" = Scale 1/6,300,000 or 150 versts in 1 inch. | \\ $a ""No. 222"" -- handwritten bottom right margin.",\\ $a Available also through the Library of Congress Web site as a raster image. | \\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Coasts $z Russia $x Discovery and exploration $v Maps. | \0 $a Coasts $z Arctic Ocean $x Discovery and exploration $v Maps. | \0 $a Coasts $z Russia $v Maps. | \0 $a Coasts $z Arctic Ocean $v Maps.,\7 $a Maps. $2 fast $0 (OCoLC)fst01423704, , ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/26273/rec/144 | 41 $u http://hdl.loc.gov/loc.gmd/g7062c.mf000007,\\ $a agslscn agsmap027429 $9 LOCAL
