001,005,007,008,034,035,040,043,049,110,245,246,250,255,264,300,336,337,338,500,530,650,655,710,810,856,946
991012509931302124,20220715095008.0,aj#aanzn,160610s1912    gw ce     a     0   ger d,1\ $a a $b 75000 ǂd E0134700 ǂe E0144400 ǂf N0535800 ǂg N0532400,\\ $a (OCoLC)ocn951538514 | \\ $a (EXLNZ-01UWI_NETWORK)9912197802302121 | \\ $a (01UWI_ML)991012509931302124,\\ $a GZN $e rda $c GZN,\\ $a en-----,\\ $a GZNA,1\ $a Germany. $b Reichs-Marine-Amt.,"00 $a Ostsee Deutsche Küste, Stettiner Haff / $c herausgegeben vom Reichs-Marine-Amt, 1903 ; Druck und Vertrieb durch Dietrich Reimer (Ernst Vohsen).",3\ $a Gewässer um Rügen,\\ $a Grosse Berichtigungen: ... 08. Kleine Berichtigungen: ... 1912.,"\\ $a Scale 1:75,000. ǂc (E 13°47ʹ00ʺ--E 14°44ʹ00ʺ/N 53°58ʹ00ʺ--N 53°24ʹ00ʺ).","\1 $a Berlin : $b Reichs-Marine-Amt, $c [1912]",\\ $a 1 map : $b colored ; $c 88 x 88 cm,\\ $a cartographic image $2 rdacontent,\\ $a unmediated $2 rdamedia,\\ $a sheet $2 rdacarrier,"\\ $a Depths shown by soundings and gradient tints. | \\ $a ""No. 72 (Tit. 1 No. 11)."" | \\ $a Includes 3 inset maps. | \\ $a Selected lights hand colored in yellow, green and pink. | \\ $a ""Allison V. Armour Yacht Utowana"" -- stamped near title.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection, ,\7 $a Nautical charts. $2 lcgft, , ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/24600,\\ $a agslscn agsmap027235 $9 LOCAL
991012509939802124,20160608114522.0,aj canzn,140710s2014    dcuek  bd a  f  0   eng d,1\ $a a $b 40000 $d W0741700 $e W0735400 $f N0404700 $g N0402400,\\ $a (OCoLC)ocn883305302 | \\ $a (EXLNZ-01UWI_NETWORK)9912198161902121 | \\ $a (01UWI_ML)991012509939802124,\\ $a NOC $b eng $e rda $c NOC $d OCLCF $d OCL $d GZN, ,\\ $a GZNA,2\ $a United States Coast Survey.,"10 $a United States--east coast, New York--New Jersey, New York Harbor / $c Coast Survey.",30 $a New York Harbor,"\\ $a 106th Ed., Mar. /14. Corrected through NM Mar. 22/14, LNM Mar. 11/14.","\\ $a Scale 1:40,000 at Lat. 40°35ʹ ; $b Mercator projection $c (W 74°17ʹ--W 73°54ʹ/N 40°47ʹ--N 40°24ʹ).","\1 $a Washington, D.C. : $b U.S. Department of Commerce, National Oceanic and Atmospheric Administration, National Ocean Service, Coast Survey, $c 2014.",\\ $a 1 map : $b color ; $c 109 x 83 cm,\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Depths shown by isolines and soundings. | \\ $a ""Soundings in feet."" | \\ $a Includes source diagram, tables of channel depths for Lower Bay, Chapel Hil, Raritan Bay and River, Arthur Kill, Kill Van Kull, Newark Bay, Port Newark, Port Elizabeth, and Passaic and Hackensack Rivers, tidal information, and index to next larger scale charts. | \\ $a Chart type: Harbor chart. | \\ $a ""NSN 764014010330."" | \\ $a ""NGA Reference no. 12AHA12327."" | \\ $a ""12327."" | \\ $a ""Commemorating lithographic charts 1862-2014"" -- at head of title.", ,\0 $a Harbors $z New York (State) $z New York Metropolitan Area $v Maps. | \7 $a Harbors. $2 fast $0 (OCoLC)fst00951219 | \7 $a Navigation $2 fast $0 (OCoLC)fst01035085,\7 $a Bathymetric maps. $2 lcgft | \7 $a Nautical charts. $2 lcgft | \7 $a Bathymetric maps. $2 fast $0 (OCoLC)fst01423716 | \7 $a Maps. $2 fast $0 (OCoLC)fst01423704 | \7 $a Nautical charts. $2 fast $0 (OCoLC)fst01752706, , ,\1 $u http://www.charts.noaa.gov/OnLineViewer/12327.shtml | \2 $3 Interactive Catalog $u http://www.charts.noaa.gov/InteractiveCatalog/nrnc.shtml, 
991012509939902124,20160608114250.0,aj canzn,140710s2014    dcuekc cp a  f  0   eng d,1\ $a a $b 120000 $d W0840000 $e W0825000 $f N0443400 $g N0432200,\\ $a (OCoLC)ocn883305789 | \\ $a (EXLNZ-01UWI_NETWORK)9912198162202121 | \\ $a (01UWI_ML)991012509939902124,\\ $a NOC $b eng $e rda $c NOC $d OCLCF $d GZN, ,\\ $a GZNA,2\ $a United States Coast Survey.,10 $a Saginaw Bay / $c Coast Survey.,"1\ $i Previous editions titled: $a United States--Great Lakes, Lake Huron--Michigan, Saginaw Bay","\\ $a 32nd Ed., Mar./14. Corrected through NM Mar. 08/14, LMN Mar. 04/14.","\\ $a Scale 1:120,000 ; $b Polyconic projection $c (W 84°00ʹ--W 82°50ʹ/N 44°34ʹ--N 43°22ʹ).","\1 $a Washington, D.C. : $b U.S. Department of Commerce, National Oceanic and Atmospheric Administration, National Ocean Service, Coast Survey, $c 2014.",\\ $a 1 map : $b color ; $c 114 x 84 cm,\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a ""LORAN-C overprinted."" | \\ $a Depths shown by isolines, soundings, and gradient tints. | \\ $a ""Soundings in feet."" | \\ $a ""Hydrography and topography by the National Ocean Service, Coast Survey, with additional data from the Corps of Engineers, Geological Survey, and U.S. Coast Guard."" | \\ $a Horizontal datum name: North American datum of 1983 (NADS 83). | \\ $a Shipping list no.: 2006-0003-S. | \\ $a Insets: Tawas Harbor, Mich. Scale 1:30,000 -- Entrance to Au Sable River. Scale 1:10,000 -- Sebewaing Harbor, Mich. Scale 1:20,000 -- Caseville Harbor, Mich. Scale 1:10,000 -- Port Austin, Mich. Scale 1:10,000. | \\ $a Includes source diagram and table of low water datum for Lake Michigan--Huron. | \\ $a Chart type: Coastal Chart. | \\ $a ""NSN 7642014010584."" | \\ $a ""NGA reference no. 14XCO14863."" | \\ $a ""14863."" | \\ $a ""Commemorating lithographic charts 1862-2014"" -- at head of title.", ,\7 $a Navigation $2 fast $0 (OCoLC)fst01035085,\7 $a Bathymetric maps. $2 lcgft | \7 $a Nautical charts. $2 lcgft | \7 $a Bathymetric maps. $2 fast $0 (OCoLC)fst01423716 | \7 $a Nautical charts. $2 fast $0 (OCoLC)fst01752706, , ,\1 $u http://www.charts.noaa.gov/OnLineViewer/14863.shtml | \2 $3 Interactive Catalog $u http://www.charts.noaa.gov/InteractiveCatalog/nrnc.shtml, 
991012509940002124,20160608113820.0,aj canzn,140710s2014    dcuekc bd a  f  0   eng d,1\ $a a $b 80000 $d W0922500 $e W0915000 $f N0295000 $g N0290500,\\ $a (OCoLC)ocn883305344 | \\ $a (EXLNZ-01UWI_NETWORK)9912198162302121 | \\ $a (01UWI_ML)991012509940002124,\\ $a NOC $b eng $e rda $c NOC $d OCLCF $d OCL $d GZN, ,\\ $a GZNA,2\ $a United States Coast Survey.,"10 $a United States -- Gulf coast, Louisiana, Vermilion Bay and approaches / $c Coast Survey.",30 $a Vermilion Bay and approaches,"\\ $a 46th Ed., Mar. /14. Corrected through NM Mar. 08/14, LNM Feb. 25/14.","\\ $a Scale 1:80,000 at lat. 29°27ʹ ; $b Mercator projection $c (W 92°25ʹ--W 91°50ʹ/N 29°50ʹ--N 29°05ʹ).","\1 $a Washington, D.C. : $b U.S. Department of Commerce, National Oceanic and Atmospheric Administration, National Ocean Service, Coast Survey, $c 2014.",\\ $a 1 map : $b color ; $c 109 x 81 cm,\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Depths shown by isolines, soundings and gradient tints. | \\ $a ""Soundings in feet."" | \\ $a Includes source diagram and tidal information. | \\ $a Chart type: Coastal chart. | \\ $a ""NSN 7642014010183."" | \\ $a ""NGA Reference no. 11BCO11349."" | \\ $a ""11349.""", ,\7 $a Navigation $2 fast $0 (OCoLC)fst01035085,\7 $a Bathymetric maps. $2 lcgft | \7 $a Nautical charts. $2 lcgft | \7 $a Bathymetric maps. $2 fast $0 (OCoLC)fst01423716 | \7 $a Maps. $2 fast $0 (OCoLC)fst01423704 | \7 $a Nautical charts. $2 fast $0 (OCoLC)fst01752706, , ,\1 $u http://www.charts.noaa.gov/OnLineViewer/11349.shtml | \2 $3 Interactive Catalog $u http://www.charts.noaa.gov/InteractiveCatalog/nrnc.shtml, 
991012510633502124,20220715095008.0,aj#aanzn,160614s1901    gw dgek   a     0   ger d,1\ $a a $b 100000 ǂd E1515200 ǂe E1523600 ǂf S0040100 ǂg S0042600,\\ $a (OCoLC)ocn951688597 | \\ $a (EXLNZ-01UWI_NETWORK)9912200023102121 | \\ $a (01UWI_ML)991012510633502124,\\ $a GZN $e rda $c GZN,\\ $a en-----,\\ $a GZNA,1\ $a Germany. $b Reichs-Marine-Amt.,"00 $a Stiller Ocean, Bismarck-Archipel, Neu Pommern, Nord-Östlicher Theil der Gazelle-Halbinsel / $c nach Vermessungen S.M.S. ""Möwe"" 1895-1900 unter Benutzung früherer Aufnahmen der Neu-Guinea-Kompagnie ; herausgegeben vom Reichs-Marine-Amt, 1899 ; In Kommission bei Dietrich Reimer.",3\ $a Nord-Östlicher Theil der Gazelle-Halbinsel,\\ $a Grosse Berichtigungen: ... 1901.,"\\ $a Scale 1:100,000. ǂc (E 151°52ʹ00ʺ--E 152°36ʹ00ʺ/S 4°01ʹ00ʺ--S 4°26ʹ00ʺ).","\1 $a Berlin : $b Reichs-Marine-Amt, $c [1901]",\\ $a 1 map : $b colored ; $c 48 x 82 cm,\\ $a cartographic image $2 rdacontent,\\ $a unmediated $2 rdamedia,\\ $a sheet $2 rdacarrier,"\\ $a Relief shown by hachures and spot heights. Depths shown by soundings and isolines. | \\ $a ""No. 102 (Tit. XII No. 114)."" | \\ $a Includes inset map and distance conversion table pasted on. | \\ $a Selected lights shown in pink and orange. | \\ $a Annotated in pencil.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection, ,\7 $a Nautical charts. $2 lcgft, , ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/24598,\\ $a agslscn agsmap027240 $9 LOCAL
991012510633702124,20220715095044.0,aj#aanzn,160614s1926    gw dgek   a     0   ger d,1\ $a a $b 2000000 ǂd W0000000 ǂe E0600000 ǂf N0820000 ǂg N0700000,\\ $a (OCoLC)ocn951687943 | \\ $a (EXLNZ-01UWI_NETWORK)9912199927702121 | \\ $a (01UWI_ML)991012510633702124,\\ $a GZN $e rda $c GZN,\\ $a en-----,\\ $a GZNA,1\ $a Germany. $b Reichs-Marine-Amt.,"00 $a Nördliches Eismeer, Barents See / $c herausgegeben vom Reichs-Marine-Amt, 1901 ; Druck und Vertreib durch Dietrich Reimer.", ,\\ $a Kleine Berichtigungen: ... 1926.,"\\ $a Scale 1:2,000,000. ǂc (W 0°00ʹ00ʺ--E 60°00ʹ00ʺ/N 82°00ʹ00ʺ--N 70°00ʹ00ʺ).","\1 $a Berlin : $b Reichs-Marine-Amt, $c [1926]","\\ $a 1 map on 2 sheets ; $c 104 x 117 cm, sheets 109 x 70 cm or smaller",\\ $a cartographic image $2 rdacontent,\\ $a unmediated $2 rdamedia,\\ $a sheet $2 rdacarrier,"\\ $a Relief shown by hachures and spot heights. Depths shown by soundings and isolines. | \\ $a ""Nr. 155 (Tit. XIII Nr. 31)."" | \\ $a Includes abbreviation table and 3 inset maps. | \\ $a Annotated in pencil.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection., ,\7 $a Nautical charts. $2 lcgft, , ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/24549/rec/152,\\ $a agslscn agsmap027231 (s1-s2) $9 LOCAL
991012510633802124,20220715095152.0,aj#aanzn,160614s1904    gw dgek   a     0   ger d,1\ $a a $b 100000 ǂd E0145000 ǂe E0152800 ǂf S0262400 ǂg S0271000,\\ $a (OCoLC)ocn951687614 | \\ $a (EXLNZ-01UWI_NETWORK)9912199928102121 | \\ $a (01UWI_ML)991012510633802124,\\ $a GZN $e rda $c GZN,\\ $a en-----,\\ $a GZNA,1\ $a Germany. $b Reichs-Marine-Amt.,"00 $a Süd-Atlantischer Ozean, Afrika Westküste, Lüderitz Land von Kegel Berg bis Albatross Felsen / $c herausgegeben vom Reichs-Marine-Amt, 1904 ; In Kommission bei Dietrich Reimer.", , ,"\\ $a Scale 1:100,000. ǂc (E 14°50ʹ00ʺ--E 15°28ʹ00ʺ/S 26°24ʹ00ʺ--S 27°10ʹ00ʺ).","\1 $a Berlin : $b Reichs-Marine-Amt, $c 1904.",\\ $a 1 map ; $c 91 x 65 cm,\\ $a cartographic image $2 rdacontent,\\ $a unmediated $2 rdamedia,\\ $a sheet $2 rdacarrier,"\\ $a Relief shown by hachures and spot heights. Depths shown by soundings and isolines. | \\ $a ""Nr. 165 (Tit. VIII Nr. 15)."" | \\ $a Includes abbreviation table, 4 views and 4 inset maps. | \\ $a Annotated in pencil.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Coasts $z Namibia $v Maps.,\7 $a Nautical charts. $2 lcgft, , ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/24396/rec/83,\\ $a agslscn agsmap027163 $9 LOCAL
991012510634002124,20220715095139.0,aj#aanzn,160614s1902    gw fek    a     0   ger d,1\ $a a $b 50000 ǂd E1512500 ǂe E1515100 ǂf S0040200 ǂg S0041900,\\ $a (OCoLC)ocn951683568 | \\ $a (EXLNZ-01UWI_NETWORK)9912199930302121 | \\ $a (01UWI_ML)991012510634002124,\\ $a GZN $e rda $c GZN,\\ $a en-----,\\ $a GZNA,1\ $a Germany. $b Reichs-Marine-Amt.,"00 $a S- Stiller Ocean, Bismarck Archipel. Neu-Pommern, Gazelle Halbinsel Nordwestlicher Teil / $c herausgegeben vom Reichs-Marine-Amt, 1902 ; In Kommission bei Dietrich Reimer.", ,\\ $a Kleine Berichtigungen: ... 1902.,"\\ $a Scale 1:50,000. ǂc (E 151°25ʹ00ʺ--E 151°51ʹ00ʺ/S 4°02ʹ00ʺ--S 4°19ʹ00ʺ).","\1 $a Berlin : $b Reichs-Marine-Amt, $c [1902]",\\ $a 1 map : $b colored ; $c 66 x 99 cm,\\ $a cartographic image $2 rdacontent,\\ $a unmediated $2 rdamedia,\\ $a sheet $2 rdacarrier,"\\ $a Relief shown by form lines. Depths shown by soundings and isolines. | \\ $a Includes abbreviation table. | \\ $a ""No. 183 (Tit. XII No. 113a)."" | \\ $a Annotated in red pen.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection., ,\7 $a Nautical charts. $2 lcgft, , ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/24397/rec/84,\\ $a agslscn agsmap027165 $9 LOCAL
991012510634102124,20220715095010.0,aj#aanzn,160614s1928    gw ek     a     0   ger d,1\ $a a $b 17000000 ǂd E1030000 ǂe W0670000 ǂf N0663000 ǂg S0600000,\\ $a (OCoLC)ocn951682943 | \\ $a (EXLNZ-01UWI_NETWORK)9912200029802121 | \\ $a (01UWI_ML)991012510634102124,\\ $a GZN $e rda $c GZN,\\ $a en-----,\\ $a GZNA,1\ $a Germany. $b Reichs-Marine-Amt.,"00 $a Stiller Ozean / $c herausgegeben vom Reichs-Marine-Amt, 1911 ; Druck und Vertrieb durch Dietrich Reimer (Ernst Vohsen).", ,\\ $a Kleine Berichtigungen: ... 1928.,"\\ $a Scale 1:17,000,000. ǂc (E 103°00ʹ00ʺ--W 67°00ʹ00ʺ/N 66°30ʹ00ʺ--S 60°00ʹ00ʺ).","\1 $a Berlin : $b Reichs-Marine-Amt, $c [1928]","\\ $a 1 map on 2 sheets : $b colored ; $c 93 x 104 cm, 98 x 60 cm",\\ $a cartographic image $2 rdacontent,\\ $a unmediated $2 rdamedia,\\ $a sheet $2 rdacarrier,"\\ $a Depths shown by soundings and isolines. | \\ $a ""Nr. 402 (Tit. XI Nr. 206) Klasse 8.""",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection., ,\7 $a Nautical charts. $2 lcgft, , ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/24326/rec/42,\\ $a agslscn agsmap027145 (s1-s2) $9 LOCAL
991012510634202124,20220715095102.0,aj#aanzn,160614s1929    gw dgek   a     0   ger d,1\ $a a $b 3000000 ǂd W0260000 ǂe W0070000 ǂf N0280000 ǂg N0020000,\\ $a (OCoLC)ocn951682075 | \\ $a (EXLNZ-01UWI_NETWORK)9912200030602121 | \\ $a (01UWI_ML)991012510634202124,\\ $a GZN $e rda $c GZN,\\ $a en-----,\\ $a GZNA,1\ $a Germany. $b Reichs-Marine-Amt.,"00 $a Nord- Atlantischer Ozean, Westküste von Afrika, Kap Jubi bix Kap Palmas / $c herausgegeben vom Reichs-Marine-Amt, 1911 ; Druck und Vertrieb durch Dietrich Reimer (Ernst Vohsen).", ,\\ $a Kleine Berichtigungen: 1929.,"\\ $a Scale 1:3,000,000. ǂc (W 26°00ʹ00ʺ--W 7°00ʹ00ʺ/N 28°00ʹ00ʺ--N 2°00ʹ00ʺ).","\1 $a Berlin : $b Reichs-Marine-Amt, $c [1929]",\\ $a 1 map : $b colored ; $c 100 x 68 cm,\\ $a cartographic image $2 rdacontent,\\ $a unmediated $2 rdamedia,\\ $a sheet $2 rdacarrier,"\\ $a Relief shown by hachures and spot heights. Depths shown by soundings and isolines. | \\ $a ""Nr. 380 (Tit. VI Nr. 85) Klasse 8."" | \\ $a Includes abbreviation table. | \\ $a Selected lights hand colored in yellow and orange.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,"\0 $a Coasts $z Africa, West $v Maps.",\7 $a Nautical charts. $2 lcgft, , ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/24361/rec/61,\\ $a agslscn agsmap027158 $9 LOCAL
991012586930502124,20220715095026.0,aj#aanzn,171207s1907    ne gdek   a     0   dut d,1\ $a a $b 200000 $d E1222000 $e E1234000 $f S0001000 $g S0012500,\\ $a (OCoLC)1014190396 | \\ $a (OCoLC)on1014190396 | \\ $a (EXLNZ-01UWI_NETWORK)9912418045502121 | \\ $a (01UWI_ML)991012586930502124,\\ $a GZN $e rda $c GZN,\\ $a a-io---,\\ $a GZNA,1\ $a Netherlands. $b Hydrografisch Bureau.,"00 $a Oostkust Celebes, Golf van Tomini, blad V, Straat Walea tot Poeloe Ampat en Oostgedeelte Straat Peleng / $c 's-Gravenhage, uitgegeven in Dec. 1907 door het Ministerie van Marine, Afdeeling Hydrographie.", , ,"\\ $a Scale 1:200,000 $c (E 122°20ʹ00ʺ--E 123°40ʹ00ʺ/S 0°10ʹ00ʺ--S 1°25ʹ00ʺ).","\1 $a 's-Gravenhage : $b Ministerie van Marine, Afdeeling Hydrographie, $c 1907.","\\ $a 1 map ; $c 71 x 76 cm and smaller, sheet 75 x 80 cm",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Includes pasteover. | \\ $a ""Druk van Joh. Enschedé & Zonen te Haarlem."" | \\ $a ""309.""",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Indonesia $z Sulawesi Barat. | \0 $a Coasts $z Indonesia $z Sulawesi Barat $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Bathymetric maps. $2 lcgft,1\ $a Netherlands. $b Afdeling Hydrografie. | 1\ $a Netherlands. $b Ministerie van Marine., ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/23282/rec/137,\\ $a agslscn agsmap026878 $9 LOCAL
991012586930602124,20220715095028.0,aj#aanzn,171207s1908    ne gdek   a     0   dut d,1\ $a a $b 50000,\\ $a (OCoLC)1014188576 | \\ $a (OCoLC)on1014188576 | \\ $a (EXLNZ-01UWI_NETWORK)9912417941602121 | \\ $a (01UWI_ML)991012586930602124,\\ $a GZN $c GZN,\\ $a a-io---,\\ $a GZNA,1\ $a Netherlands. $b Hydrografisch Bureau.,"00 $a Vaarwaters en ankerplaatsen nabij de Kleine Soenda-Eilanden, blad V, noordkust Soembawa / $c Hr. Ms. opnemingsvaartuig, van Gogh 1904 ; 's-Gravenhage, uitgegeven in Maart 1908 door het Ministerie van Marine, Afdeeling Hydrographie.", , ,"\\ $a Scale 1:50,000.","\1 $a 's-Gravenhage : $b Ministerie van Marine, Afdeeling Hydrographie, $c 1908.","\\ $a 4 maps on 1 sheet ; $c 66 x 32 cm and smaller, sheet 72 x 70 cm",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a ""Druk van Joh. Enschedé & Zonen te Haarlem."" | \\ $a ""264."" | \\ $a Soembawa, Baai -- Eiland Maddang -- Baai van Sanggar (Dompo) -- Bima, Baai.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Indonesia $z Sumbawa Island. | \0 $a Harbors $z Indonesia $z Sumbawa Island $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Bathymetric maps. $2 lcgft,1\ $a Netherlands. $b Afdeling Hydrografie. | 1\ $a Netherlands. $b Ministerie van Marine., ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/23111/,\\ $a agslscn agsmap026834 $9 LOCAL
991012586930702124,20220715095144.0,aj#aanzn,171207s1908    ne gdek   a     0   dut d,1\ $a a $b 50000,\\ $a (OCoLC)1014188282 | \\ $a (OCoLC)on1014188282 | \\ $a (EXLNZ-01UWI_NETWORK)9912417942202121 | \\ $a (01UWI_ML)991012586930702124,\\ $a GZN $e rda $c GZN,\\ $a a-io---,\\ $a GZNA,1\ $a Netherlands. $b Hydrografisch Bureau.,"00 $a Vaarwaters en ankerplaatsen nabij de Kleine Soenda-Eilanden, blad V, noordkust Soembawa / $c Hr. Ms. opnemingsvaartuig, van Gogh 1904 ; 's-Gravenhage, uitgegeven in Maart 1908 door het Ministerie van Marine, Afdeeling Hydrographie.", , ,"\\ $a Scale 1:50,000.","\1 $a 's-Gravenhage : $b Ministerie van Marine, Afdeeling Hydrographie, $c 1908.","\\ $a 4 maps on 1 sheet ; $c 66 x 32 cm and smaller, sheet 72 x 70 cm",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a ""Druk van Joh. Enschedé & Zonen te Haarlem."" | \\ $a ""264."" | \\ $a Soembawa, Baai -- Eiland Maddang -- Baai van Sanggar (Dompo) -- Bima, Baai.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Indonesia $z Sumbawa Island. | \0 $a Harbors $z Indonesia $z Sumbawa Island $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Bathymetric maps. $2 lcgft,1\ $a Netherlands. $b Afdeling Hydrografie. | 1\ $a Netherlands. $b Ministerie van Marine., ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/23111/rec/71,\\ $a agslscn agsmap026834 $9 LOCAL
991012586930802124,20220715095017.0,aj#aanzn,171207s1907    ne gdek   a     0   dut d,0\ $a a,\\ $a (OCoLC)1014186956 | \\ $a (OCoLC)on1014186956 | \\ $a (EXLNZ-01UWI_NETWORK)9912418046002121 | \\ $a (01UWI_ML)991012586930802124,\\ $a GZN $e rda $c GZN, ,\\ $a GZNA,1\ $a Netherlands. $b Hydrografisch Bureau.,"00 $a Vaarwaters en ankerplaatsen nabij de Kleine Soenda-Eilanden, blad IV, Straat Alas / $c Hr. Ms. opnemingsvaartuig, van Gogh 1903 ; 's-Gravenhage, uitgegeven in Novr. 1907 door het Ministerie van Marine, Afdeeling Hydrographie.", , ,\\ $a Scales differ.,"\1 $a 's-Gravenhage : $b Ministerie van Marine, Afdeeling Hydrographie, $c 1907.","\\ $a 4 maps on 1 sheet ; $c 58 x 75 cm and smaller, sheet 64 x 98 cm",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a ""Druk van Joh. Enschedé & Zonen te Haarlem."" | \\ $a ""Linden & Ritter sc."" | \\ $a ""263."" | \\ $a Oostkust Lombok, Reede Laboean Hadji -- Noord-ingang Straat Alas -- Westkust Soembawa, Taliwang en Kertasari-Baai -- Oostkust Lombok, Pidjoet Baai tot Tg. Ringgit.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Indonesia $z Alas Strait. | \0 $a Coasts $z Indonesia $z Sumbawa Island $v Maps. | \0 $a Coasts $z Indonesia $z Lombok Barat $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Bathymetric maps. $2 lcgft,1\ $a Netherlands. $b Afdeling Hydrografie. | 1\ $a Netherlands. $b Ministerie van Marine., ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/23107/rec/70,\\ $a agslscn agsmap026833 $9 LOCAL
991012586930902124,20220715095027.0,aj#aanzn,171207s1921    ne gdek   a     0   dut d,1\ $a a $b 50000,\\ $a (OCoLC)1014185508 | \\ $a (OCoLC)on1014185508 | \\ $a (EXLNZ-01UWI_NETWORK)9912417943202121 | \\ $a (01UWI_ML)991012586930902124,\\ $a GZN $e rda $c GZN,\\ $a a-io---,\\ $a GZNA,1\ $a Netherlands. $b Hydrografisch Bureau.,"00 $a Vaarwaters en ankderplaatsen nabij de Kleine Soenda-Eilanden, blad III, zuidgedeelte Bali en zuidkust Lombok / $c Hr. Ms. opnemingsvaartuigen, van Gogh en Soembawa 1905-1907 ; 's-Gravenhage, uitgegeven in Juni 1908 door het Ministerie van Marine, Afdeeling Hydrographie.", ,\\ $a Hernieuwde uitgave Aug. 1921.,"\\ $a Scale 1:50,000.","\1 $a 's-Gravenhage : $b Ministerie van Marine, Afdeeling Hydrographie, $c [1921]","\\ $a 8 maps on 1 sheet ; $c 40 x 37 cm and smaller, sheet 74 x 107 cm",\\ $a cartographic image $b cri $2 rdacontent,\\ $a unmediated $b n $2 rdamedia,\\ $a sheet $b nb $2 rdacarrier,"\\ $a Relief shown by spot heights and hachures. Depths shown by bathymetric isolines and soundings. | \\ $a Includes 2 inset maps: Vaarwater naar Benoa -- Reede Sanoer. | \\ $a ""Truk van Joh. Enschedé & Zonen te Haarlem."" | \\ $a ""Lunden & Ritter sc."" | \\ $a ""262."" | \\ $a Z.W. kust Bali, Pantai Barat -- Z. kust Lombok, Telok Awang (Baai van Ekas) -- Z.W. kust Bali, Reede Tjoepel -- Z.W. kust Bali, Reede Poeloekan -- Z. kust Lombok, Telok Blongas en Siloeng Belanak -- Z.O. kust Bali, Pantai Timoer en Reede Sanoer -- Z.O. kust Bali, Laboean Amoek en Reede Oedjoeng -- Straat Lombok, Vaarwater, tusschen Noesa Besar en Tjeningan.",\\ $a Also available on the Internet through the American Geographical Society Library Digital Map Collection.,\0 $a Nautical charts $z Indonesia $z Bali Island. | \0 $a Harbors $z Indonesia $z Bali Island $v Maps. | \0 $a Islands $z Indonesia $v Maps.,\7 $a Nautical charts. $2 lcgft | \7 $a Bathymetric maps. $2 lcgft,1\ $a Netherlands. $b Afdeling Hydrografie. | 1\ $a Netherlands. $b Ministerie van Marine., ,41 $u https://collections.lib.uwm.edu/digital/collection/agdm/id/23091/rec/64,\\ $a agslscn agsmap026832 $9 LOCAL
